date,home_team,away_team,home_score,away_score,season
2021-02-06,Illinois Fighting Illini,Wisconsin Badgers,75,60,2021
2021-02-06,Kansas State Wildcats,Texas Tech Red Raiders,62,73,2021
2021-02-06,Virginia Cavaliers,Pittsburgh Panthers,73,66,2021
2021-02-06,Marquette Golden Eagles,Creighton Bluejays,68,71,2021
2021-02-06,Miami Hurricanes,Virginia Tech Hokies,76,80,2021
2021-02-06,Purdue Boilermakers,Northwestern Wildcats,75,70,2021
2021-02-06,Valparaiso Beacons,Drake Bulldogs,77,80,2021
2021-02-07,Villanova Wildcats,Georgetown Hoyas,84,74,2021
2021-02-07,Indiana Hoosiers,Iowa Hawkeyes,67,65,2021
2021-02-07,Valparaiso Beacons,Drake Bulldogs,74,57,2021
2021-02-08,BYU Cougars,Gonzaga Bulldogs,71,82,2021
2021-02-08,Maryland Terrapins,Ohio State Buckeyes,65,73,2021
2021-02-08,Kansas Jayhawks,Oklahoma State Cowboys,78,66,2021
2021-02-09,Texas Tech Red Raiders,West Virginia Mountaineers,71,82,2021
2021-02-09,South Carolina Gamecocks,Alabama Crimson Tide,78,81,2021
2021-02-09,Kansas State Wildcats,Texas Longhorns,77,80,2021
2021-02-09,Georgetown Hoyas,Creighton Bluejays,48,63,2021
2021-02-10,Villanova Wildcats,Marquette Golden Eagles,96,64,2021
2021-02-10,South Florida Bulls,Houston Cougars,65,82,2021
2021-02-10,Georgia Tech Yellow Jackets,Virginia Cavaliers,49,57,2021
2021-02-10,Ole Miss Rebels,Missouri Tigers,80,59,2021
2021-02-10,Iowa Hawkeyes,Rutgers Scarlet Knights,79,66,2021
2021-02-10,Tennessee Volunteers,Georgia Bulldogs,89,81,2021
2021-02-10,Nebraska Cornhuskers,Wisconsin Badgers,48,61,2021
2021-02-11,Washington Huskies,USC Trojans,54,69,2021
2021-02-11,Minnesota Golden Gophers,Purdue Boilermakers,71,68,2021
2021-02-12,Nebraska Cornhuskers,Illinois Fighting Illini,72,77,2021
2021-02-13,San Francisco Dons,Gonzaga Bulldogs,61,100,2021
2021-02-13,Ohio State Buckeyes,Indiana Hoosiers,78,59,2021
2021-02-13,Creighton Bluejays,Villanova Wildcats,86,70,2021
2021-02-13,Virginia Cavaliers,North Carolina Tar Heels,60,48,2021
2021-02-13,Alabama Crimson Tide,Georgia Bulldogs,115,82,2021
2021-02-13,West Virginia Mountaineers,Oklahoma Sooners,90,91,2021
2021-02-13,Texas Longhorns,TCU Horned Frogs,70,55,2021
2021-02-13,Michigan State Spartans,Iowa Hawkeyes,58,88,2021
2021-02-13,LSU Tigers,Tennessee Volunteers,78,65,2021
2021-02-13,Florida State Seminoles,Wake Forest Demon Deacons,92,85,2021
2021-02-13,Washington State Cougars,USC Trojans,65,76,2021
2021-02-13,Drake Bulldogs,Loyola Chicago Ramblers,54,81,2021
2021-02-13,Oklahoma State Cowboys,Kansas State Wildcats,67,60,2021
2021-02-13,Rutgers Scarlet Knights,Northwestern Wildcats,64,50,2021
2021-02-14,Wisconsin Badgers,Michigan Wolverines,59,67,2021
2021-02-14,Drake Bulldogs,Loyola Chicago Ramblers,51,50,2021
2021-02-15,Florida State Seminoles,Virginia Cavaliers,81,60,2021
2021-02-16,Illinois Fighting Illini,Northwestern Wildcats,73,66,2021
2021-02-16,Georgia Bulldogs,Missouri Tigers,80,70,2021
2021-02-16,Arkansas Razorbacks,Florida Gators,75,64,2021
2021-02-17,USC Trojans,Arizona State Sun Devils,89,71,2021
2021-02-17,Tennessee Volunteers,South Carolina Gamecocks,93,73,2021
2021-02-17,Loyola Chicago Ramblers,Valparaiso Beacons,54,52,2021
2021-02-18,Gonzaga Bulldogs,Saint Mary's Gaels,87,65,2021
2021-02-18,Michigan Wolverines,Rutgers Scarlet Knights,71,64,2021
2021-02-18,Penn State Nittany Lions,Ohio State Buckeyes,82,92,2021
2021-02-18,Wichita State Shockers,Houston Cougars,68,63,2021
2021-02-18,Wisconsin Badgers,Iowa Hawkeyes,62,77,2021
2021-02-18,Fresno State Bulldogs,San Diego State Aztecs,53,67,2021
2021-02-19,Davidson Wildcats,Southern Virginia Knights,101,51,2021
2021-02-19,UMBC Retrievers,Vermont Catamounts,66,55,2021
2021-02-19,Fairfield Stags,Canisius Golden Griffins,69,80,2021
2021-02-19,Youngstown State Penguins,IU Indianapolis Jaguars,70,72,2021
2021-02-19,Charleston Southern Buccaneers,Longwood Lancers,58,64,2021
2021-02-19,Hampton Pirates,Campbell Fighting Camels,68,73,2021
2021-02-19,Northern Kentucky Norse,Wright State Raiders,81,75,2021
2021-02-19,Milwaukee Panthers,Oakland Golden Grizzlies,81,85,2021
2021-02-19,Detroit Mercy Titans,Robert Morris Colonials,85,74,2021
2021-02-19,App State Mountaineers,South Alabama Jaguars,63,65,2021
2021-02-19,Georgia State Panthers,Troy Trojans,80,66,2021
2021-02-19,Stetson Hatters,Jacksonville Dolphins,91,75,2021
2021-02-19,Iona Gaels,Monmouth Hawks,91,86,2021
2021-02-19,Dayton Flyers,Saint Louis Billikens,76,53,2021
2021-02-19,Purdue Fort Wayne Mastodons,Cleveland State Vikings,75,68,2021
2021-02-19,High Point Panthers,Winthrop Eagles,63,71,2021
2021-02-19,Florida International Panthers,Southern Miss Golden Eagles,72,85,2021
2021-02-19,Ball State Cardinals,Akron Zips,79,88,2021
2021-02-19,Cal State Northridge Matadors,Hawai'i Rainbow Warriors,74,75,2021
2021-02-19,Long Beach State Beach,Cal Poly Mustangs,64,60,2021
2021-02-19,UAB Blazers,Old Dominion Monarchs,76,69,2021
2021-02-19,Lipscomb Bisons,Kennesaw State Owls,76,62,2021
2021-02-19,Saint Peter's Peacocks,Marist Red Foxes,59,54,2021
2021-02-19,Kansas City Roos,Denver Pioneers,68,57,2021
2021-02-19,Omaha Mavericks,North Dakota Fighting Hawks,72,62,2021
2021-02-19,UIC Flames,Green Bay Phoenix,61,58,2021
2021-02-19,UC San Diego Tritons,UC Riverside Highlanders,75,81,2021
2021-02-19,North Dakota State Bison,South Dakota State Jackrabbits,67,68,2021
2021-02-19,New Mexico State Aggies,Utah Valley Wolverines,66,69,2021
2021-02-19,Grand Canyon Lopes,California Baptist Lancers,71,61,2021
2021-02-19,Utah Tech Trailblazers,Tarleton State Texans,59,77,2021
2021-02-19,Buffalo Bulls,Toledo Rockets,70,80,2021
2021-02-19,Cal State Fullerton Titans,UC Irvine Anteaters,78,89,2021
2021-02-19,San José State Spartans,UNLV Rebels,60,76,2021
2021-02-19,Boise State Broncos,Utah State Aggies,81,77,2021
2021-02-19,UC Santa Barbara Gauchos,Cal State Bakersfield Roadrunners,71,66,2021
2021-02-20,Gonzaga Bulldogs,San Diego Toreros,106,69,2021
2021-02-20,Minnesota Golden Gophers,Illinois Fighting Illini,63,94,2021
2021-02-20,Duke Blue Devils,Virginia Cavaliers,66,65,2021
2021-02-20,Alabama Crimson Tide,Vanderbilt Commodores,82,78,2021
2021-02-20,Iowa State Cyclones,Oklahoma Sooners,56,66,2021
2021-02-20,Villanova Wildcats,UConn Huskies,68,60,2021
2021-02-20,Texas Longhorns,West Virginia Mountaineers,82,84,2021
2021-02-20,Kansas Jayhawks,Texas Tech Red Raiders,67,61,2021
2021-02-20,Pittsburgh Panthers,Florida State Seminoles,72,79,2021
2021-02-20,USC Trojans,Arizona Wildcats,72,81,2021
2021-02-20,Tennessee Volunteers,Kentucky Wildcats,55,70,2021
2021-02-20,South Carolina Gamecocks,Missouri Tigers,78,93,2021
2021-02-20,Fresno State Bulldogs,San Diego State Aztecs,57,75,2021
2021-02-21,Ohio State Buckeyes,Michigan Wolverines,87,92,2021
2021-02-21,Houston Cougars,Cincinnati Bearcats,90,52,2021
2021-02-21,Iowa Hawkeyes,Penn State Nittany Lions,74,68,2021
2021-02-21,Northwestern Wildcats,Wisconsin Badgers,51,68,2021
2021-02-22,Oklahoma State Cowboys,Texas Tech Red Raiders,74,69,2021
2021-02-22,USC Trojans,Oregon Ducks,72,58,2021
2021-02-23,Baylor Bears,Iowa State Cyclones,77,72,2021
2021-02-23,Michigan State Spartans,Illinois Fighting Illini,81,72,2021
2021-02-23,Kansas State Wildcats,Oklahoma Sooners,62,57,2021
2021-02-23,Villanova Wildcats,St. John's Red Storm,81,58,2021
2021-02-23,TCU Horned Frogs,West Virginia Mountaineers,66,74,2021
2021-02-23,Texas Longhorns,Kansas Jayhawks,75,72,2021
2021-02-23,Virginia Tech Hokies,Georgia Tech Yellow Jackets,53,69,2021
2021-02-23,Missouri Tigers,Ole Miss Rebels,53,60,2021
2021-02-24,Arkansas Razorbacks,Alabama Crimson Tide,81,66,2021
2021-02-24,Miami Hurricanes,Florida State Seminoles,71,88,2021
2021-02-24,Creighton Bluejays,DePaul Blue Demons,77,53,2021
2021-02-24,Virginia Cavaliers,NC State Wolfpack,61,68,2021
2021-02-24,Vanderbilt Commodores,Tennessee Volunteers,58,70,2021
2021-02-25,Gonzaga Bulldogs,Santa Clara Broncos,89,75,2021
2021-02-25,Michigan Wolverines,Iowa Hawkeyes,79,57,2021
2021-02-25,Michigan State Spartans,Ohio State Buckeyes,71,67,2021
2021-02-25,Illinois Fighting Illini,Nebraska Cornhuskers,86,70,2021
2021-02-25,Houston Cougars,Western Kentucky Hilltoppers,81,57,2021
2021-02-25,Colorado Buffaloes,USC Trojans,80,62,2021
2021-02-25,San Diego State Aztecs,Boise State Broncos,78,66,2021
2021-02-26,Loyola Chicago Ramblers,Southern Illinois Salukis,60,52,2021
2021-02-27,Gonzaga Bulldogs,Loyola Marymount Lions,86,69,2021
2021-02-27,Kansas Jayhawks,Baylor Bears,71,58,2021
2021-02-27,Indiana Hoosiers,Michigan Wolverines,57,73,2021
2021-02-27,Wisconsin Badgers,Illinois Fighting Illini,69,74,2021
2021-02-27,Mississippi State Bulldogs,Alabama Crimson Tide,59,64,2021
2021-02-27,Oklahoma Sooners,Oklahoma State Cowboys,90,94,2021
2021-02-27,West Virginia Mountaineers,Kansas State Wildcats,65,43,2021
2021-02-27,North Carolina Tar Heels,Florida State Seminoles,78,70,2021
2021-02-27,Xavier Musketeers,Creighton Bluejays,77,69,2021
2021-02-27,Texas Tech Red Raiders,Texas Longhorns,68,59,2021
2021-02-27,Virginia Tech Hokies,Wake Forest Demon Deacons,84,46,2021
2021-02-27,Utah Utes,USC Trojans,71,61,2021
2021-02-27,Arkansas Razorbacks,LSU Tigers,83,75,2021
2021-02-27,Loyola Chicago Ramblers,Southern Illinois Salukis,65,58,2021
2021-02-27,San Diego State Aztecs,Boise State Broncos,62,58,2021
2021-02-27,Auburn Tigers,Tennessee Volunteers,77,72,2021
2021-02-28,Ohio State Buckeyes,Iowa Hawkeyes,57,73,2021
2021-02-28,Butler Bulldogs,Villanova Wildcats,73,61,2021
2021-02-28,Houston Cougars,South Florida Bulls,98,52,2021
2021-03-01,Oklahoma State Cowboys,Oklahoma Sooners,79,75,2021
2021-03-01,Virginia Cavaliers,Miami Hurricanes,62,51,2021
2021-03-02,Michigan Wolverines,Illinois Fighting Illini,53,76,2021
2021-03-02,West Virginia Mountaineers,Baylor Bears,89,94,2021
2021-03-02,Alabama Crimson Tide,Auburn Tigers,70,58,2021
2021-03-02,South Carolina Gamecocks,Arkansas Razorbacks,73,101,2021
2021-03-02,Iowa State Cyclones,Texas Longhorns,67,81,2021
2021-03-02,Texas Tech Red Raiders,TCU Horned Frogs,69,49,2021
2021-03-02,Purdue Boilermakers,Wisconsin Badgers,73,69,2021
2021-03-03,Villanova Wildcats,Creighton Bluejays,72,60,2021
2021-03-03,Florida State Seminoles,Boston College Eagles,93,64,2021
2021-03-03,UNLV Rebels,San Diego State Aztecs,62,71,2021
2021-03-04,Michigan Wolverines,Michigan State Spartans,69,50,2021
2021-03-04,Baylor Bears,Oklahoma State Cowboys,81,70,2021
2021-03-04,Iowa Hawkeyes,Nebraska Cornhuskers,102,64,2021
2021-03-04,West Virginia Mountaineers,TCU Horned Frogs,76,67,2021
2021-03-04,Kansas Jayhawks,UTEP Miners,67,62,2021
2021-03-04,Oklahoma Sooners,Texas Longhorns,65,69,2021
2021-03-04,Texas Tech Red Raiders,Iowa State Cyclones,81,54,2021
2021-03-04,Colorado Buffaloes,Arizona State Sun Devils,75,61,2021
2021-03-05,Delaware State Hornets,Morgan State Bears,67,92,2021
2021-03-05,Montana State Bobcats,Sacramento State Hornets,77,75,2021
2021-03-05,Rice Owls,Our Lady of the Lake Saints,80,77,2021
2021-03-05,Eastern Washington Eagles,Idaho State Bengals,75,62,2021
2021-03-05,VCU Rams,Dayton Flyers,73,68,2021
2021-03-05,Quinnipiac Bobcats,Saint Peter's Peacocks,64,66,2021
2021-03-05,Rider Broncs,Monmouth Hawks,62,65,2021
2021-03-05,Central Michigan Chippewas,Northern Illinois Huskies,74,79,2021
2021-03-05,Florida Atlantic Owls,Middle Tennessee Blue Raiders,63,54,2021
2021-03-05,Miami Hurricanes,Boston College Eagles,80,76,2021
2021-03-05,Manhattan Jaspers,Fairfield Stags,67,85,2021
2021-03-05,Buffalo Bulls,Kent State Golden Flashes,81,67,2021
2021-03-05,Montana Grizzlies,Warner Pacific Knights,92,61,2021
2021-03-05,Siena Saints,Canisius Golden Griffins,75,76,2021
2021-03-05,Marshall Thundering Herd,Charlotte 49ers,75,67,2021
2021-03-05,Toledo Rockets,Ball State Cardinals,89,70,2021
2021-03-05,Western Michigan Broncos,Eastern Michigan Eagles,63,64,2021
2021-03-05,UC Davis Aggies,Hawai'i Rainbow Warriors,68,73,2021
2021-03-05,Cal State Northridge Matadors,UC Riverside Highlanders,68,72,2021
2021-03-05,Long Beach State Beach,UC Irvine Anteaters,68,71,2021
2021-03-05,Western Kentucky Hilltoppers,Old Dominion Monarchs,69,71,2021
2021-03-05,North Texas Mean Green,UAB Blazers,51,65,2021
2021-03-05,Wake Forest Demon Deacons,Georgia Tech Yellow Jackets,63,75,2021
2021-03-05,UT Rio Grande Valley Vaqueros,Tarleton State Texans,47,65,2021
2021-03-05,Mississippi Valley State Delta Devils,Arkansas-Pine Bluff Golden Lions,59,82,2021
2021-03-05,UC San Diego Tritons,Cal State Fullerton Titans,89,85,2021
2021-03-05,UC Santa Barbara Gauchos,Cal Poly Mustangs,71,57,2021
2021-03-05,Utah Tech Trailblazers,New Mexico State Aggies,66,76,2021
2021-03-05,Nevada Wolf Pack,Colorado State Rams,85,82,2021
2021-03-05,Grand Canyon Lopes,Utah Valley Wolverines,55,59,2021
2021-03-05,California Baptist Lancers,Seattle U Redhawks,79,80,2021
2021-03-06,Ohio State Buckeyes,Illinois Fighting Illini,68,73,2021
2021-03-06,West Virginia Mountaineers,Oklahoma State Cowboys,80,85,2021
2021-03-06,Georgia Bulldogs,Alabama Crimson Tide,79,89,2021
2021-03-06,Providence Friars,Villanova Wildcats,54,52,2021
2021-03-06,Notre Dame Fighting Irish,Florida State Seminoles,83,73,2021
2021-03-06,Arkansas Razorbacks,Texas A&M Aggies,87,80,2021
2021-03-06,Louisville Cardinals,Virginia Cavaliers,58,68,2021
2021-03-06,Purdue Boilermakers,Indiana Hoosiers,67,58,2021
2021-03-07,Michigan State Spartans,Michigan Wolverines,70,64,2021
2021-03-07,Iowa Hawkeyes,Wisconsin Badgers,77,73,2021
2021-03-07,Houston Cougars,Memphis Tigers,67,64,2021
2021-03-07,TCU Horned Frogs,Texas Longhorns,64,76,2021
2021-03-09,Bryant Bulldogs,Mount St. Mary's Mountaineers,68,73,2021
2021-03-10,Army Black Knights,Loyola Maryland Greyhounds,63,67,2021
2021-03-10,Colgate Raiders,Bucknell Bison,105,75,2021
2021-03-11,Kansas Jayhawks,Oklahoma Sooners,69,62,2021
2021-03-13,Hartford Hawks,UMass Lowell River Hawks,64,50,2021
2021-03-14,Colgate Raiders,Loyola Maryland Greyhounds,85,72,2021
